Sector,Archetype,End-use,DNO,Technical Flex MW,Central Hurdle Cost (£/MWh),Economic Flex MW
Industrial,Machinery & Advanced Manufacturing,Low/medium-temperature process heat,NPG (Northern Electric),0.4734086241423109,500.0,0.4734086241423109
Industrial,Machinery & Advanced Manufacturing,Low/medium-temperature process heat,NPG (Yorkshire Electric),15.585364384138105,500.0,15.585364384138105
Industrial,Machinery & Advanced Manufacturing,Low/medium-temperature process heat,SPEN (SP Distribution),8.206223861028585,500.0,8.206223861028585
Industrial,Machinery & Advanced Manufacturing,Low/medium-temperature process heat,SPEN (SP MANWEB),10.18327882922628,500.0,10.18327882922628
Industrial,Machinery & Advanced Manufacturing,Low/medium-temperature process heat,SSE,0.5780796560806002,500.0,0.5780796560806002
Industrial,Machinery & Advanced Manufacturing,Low/medium-temperature process heat,SSE (Southern),11.462696408933562,500.0,11.462696408933562
Industrial,Machinery & Advanced Manufacturing,Low/medium-temperature process heat,UKPN (East),0.6121115527835298,500.0,0.6121115527835298
Industrial,Machinery & Advanced Manufacturing,Low/medium-temperature process heat,UKPN (London),0.0,500.0,0.0
Industrial,Machinery & Advanced Manufacturing,Low/medium-temperature process heat,UKPN (South),1.036842165450025,500.0,1.036842165450025
Industrial,Machinery & Advanced Manufacturing,Low/medium-temperature process heat,WPD (East Midlands),1.253091084628153,500.0,1.253091084628153
Industrial,Machinery & Advanced Manufacturing,Low/medium-temperature process heat,WPD (Midlands),0.7305404903076089,500.0,0.7305404903076089
Industrial,Machinery & Advanced Manufacturing,Low/medium-temperature process heat,WPD (South Wales),8.448264603196714,500.0,8.448264603196714
Industrial,Machinery & Advanced Manufacturing,Low/medium-temperature process heat,WPD (South West),0.4438329827701301,500.0,0.4438329827701301
Industrial,Machinery & Advanced Manufacturing,Steam generation,ENWL,0.0533040591839587,450.0,0.0533040591839587
Industrial,Machinery & Advanced Manufacturing,Steam generation,NPG (Northern Electric),0.0263004791190172,450.0,0.0263004791190172
Industrial,Machinery & Advanced Manufacturing,Steam generation,NPG (Yorkshire Electric),0.8658535768965614,450.0,0.8658535768965614
Industrial,Machinery & Advanced Manufacturing,Steam generation,SPEN (SP Distribution),0.4559013256126992,450.0,0.4559013256126992
Industrial,Machinery & Advanced Manufacturing,Steam generation,SPEN (SP MANWEB),0.5657377127347933,450.0,0.5657377127347933
Industrial,Machinery & Advanced Manufacturing,Steam generation,SSE,0.0321155364489222,450.0,0.0321155364489222
Industrial,Machinery & Advanced Manufacturing,Steam generation,SSE (Southern),0.6368164671629757,450.0,0.6368164671629757
Industrial,Machinery & Advanced Manufacturing,Steam generation,UKPN (East),0.0340061973768627,450.0,0.0340061973768627
Industrial,Machinery & Advanced Manufacturing,Steam generation,UKPN (London),0.0,450.0,0.0
Industrial,Machinery & Advanced Manufacturing,Steam generation,UKPN (South),0.0576023425250014,450.0,0.0576023425250014
Industrial,Machinery & Advanced Manufacturing,Steam generation,WPD (East Midlands),0.0696161713682307,450.0,0.0696161713682307
Industrial,Machinery & Advanced Manufacturing,Steam generation,WPD (Midlands),0.0405855827948671,450.0,0.0405855827948671
Industrial,Machinery & Advanced Manufacturing,Steam generation,WPD (South Wales),0.4693480335109286,450.0,0.4693480335109286
Industrial,Machinery & Advanced Manufacturing,Steam generation,WPD (South West),0.0246573879316738,450.0,0.0246573879316738
Industrial,Machinery & Advanced Manufacturing,Drying & evaporation,ENWL,0.0,500.0,0.0
Industrial,Machinery & Advanced Manufacturing,Drying & evaporation,NPG (Northern Electric),0.0,500.0,0.0
Industrial,Machinery & Advanced Manufacturing,Drying & evaporation,NPG (Yorkshire Electric),0.0,500.0,0.0
Industrial,Machinery & Advanced Manufacturing,Drying & evaporation,SPEN (SP Distribution),0.0,500.0,0.0
Industrial,Machinery & Advanced Manufacturing,Drying & evaporation,SPEN (SP MANWEB),0.0,500.0,0.0
Industrial,Machinery & Advanced Manufacturing,Drying & evaporation,SSE,0.0,500.0,0.0
Industrial,Machinery & Advanced Manufacturing,Drying & evaporation,SSE (Southern),0.0,500.0,0.0
Industrial,Machinery & Advanced Manufacturing,Drying & evaporation,UKPN (East),0.0,500.0,0.0
Industrial,Machinery & Advanced Manufacturing,Drying & evaporation,UKPN (London),0.0,500.0,0.0
Industrial,Machinery & Advanced Manufacturing,Drying & evaporation,UKPN (South),0.0,500.0,0.0
Industrial,Machinery & Advanced Manufacturing,Drying & evaporation,WPD (East Midlands),0.0,500.0,0.0
Industrial,Machinery & Advanced Manufacturing,Drying & evaporation,WPD (Midlands),0.0,500.0,0.0
Industrial,Machinery & Advanced Manufacturing,Drying & evaporation,WPD (South Wales),0.0,500.0,0.0
Industrial,Machinery & Advanced Manufacturing,Drying & evaporation,WPD (South West),0.0,500.0,0.0
Industrial,Machinery & Advanced Manufacturing,Refrigeration & process cooling,ENWL,0.0,275.0,0.0
Industrial,Machinery & Advanced Manufacturing,Refrigeration & process cooling,NPG (Northern Electric),0.0,275.0,0.0
Industrial,Machinery & Advanced Manufacturing,Refrigeration & process cooling,NPG (Yorkshire Electric),0.0,275.0,0.0
Industrial,Machinery & Advanced Manufacturing,Refrigeration & process cooling,SPEN (SP Distribution),0.0,275.0,0.0
Industrial,Machinery & Advanced Manufacturing,Refrigeration & process cooling,SPEN (SP MANWEB),0.0,275.0,0.0
Industrial,Machinery & Advanced Manufacturing,Refrigeration & process cooling,SSE,0.0,275.0,0.0
Industrial,Machinery & Advanced Manufacturing,Refrigeration & process cooling,SSE (Southern),0.0,275.0,0.0
Industrial,Machinery & Advanced Manufacturing,Refrigeration & process cooling,UKPN (East),0.0,275.0,0.0
Industrial,Machinery & Advanced Manufacturing,Refrigeration & process cooling,UKPN (London),0.0,275.0,0.0
Industrial,Machinery & Advanced Manufacturing,Refrigeration & process cooling,UKPN (South),0.0,275.0,0.0
Industrial,Machinery & Advanced Manufacturing,Refrigeration & process cooling,WPD (East Midlands),0.0,275.0,0.0
Industrial,Machinery & Advanced Manufacturing,Refrigeration & process cooling,WPD (Midlands),0.0,275.0,0.0
Industrial,Machinery & Advanced Manufacturing,Refrigeration & process cooling,WPD (South Wales),0.0,275.0,0.0
Industrial,Machinery & Advanced Manufacturing,Refrigeration & process cooling,WPD (South West),0.0,275.0,0.0
Industrial,Machinery & Advanced Manufacturing,Pumping & fluid handling,ENWL,0.0073409674300763,225.0,0.0073409674300763
Industrial,Machinery & Advanced Manufacturing,Pumping & fluid handling,NPG (Northern Electric),0.0036220686297416,225.0,0.0036220686297416
Industrial,Machinery & Advanced Manufacturing,Pumping & fluid handling,NPG (Yorkshire Electric),0.1192442565260687,225.0,0.1192442565260687
Industrial,Machinery & Advanced Manufacturing,Pumping & fluid handling,SPEN (SP Distribution),0.0627861523847813,225.0,0.0627861523847813
Industrial,Machinery & Advanced Manufacturing,Pumping & fluid handling,SPEN (SP MANWEB),0.0779126803236366,225.0,0.0779126803236366
Industrial,Machinery & Advanced Manufacturing,Pumping & fluid handling,SSE,0.0044229109505025,225.0,0.0044229109505025
Industrial,Machinery & Advanced Manufacturing,Pumping & fluid handling,SSE (Southern),0.0877015562407019,225.0,0.0877015562407019
Industrial,Machinery & Advanced Manufacturing,Pumping & fluid handling,UKPN (East),0.0046832903757435,225.0,0.0046832903757435
Industrial,Machinery & Advanced Manufacturing,Pumping & fluid handling,UKPN (London),0.0,225.0,0.0
Industrial,Machinery & Advanced Manufacturing,Pumping & fluid handling,UKPN (South),0.0079329215606789,225.0,0.0079329215606789
Industrial,Machinery & Advanced Manufacturing,Pumping & fluid handling,WPD (East Midlands),0.0095874508329111,225.0,0.0095874508329111
Industrial,Machinery & Advanced Manufacturing,Pumping & fluid handling,WPD (Midlands),0.0055893949914689,225.0,0.0055893949914689
Industrial,Machinery & Advanced Manufacturing,Pumping & fluid handling,WPD (South Wales),0.0646380159432767,225.0,0.0646380159432767
Industrial,Machinery & Advanced Manufacturing,Pumping & fluid handling,WPD (South West),0.0033957841952052,225.0,0.0033957841952052
Industrial,Machinery & Advanced Manufacturing,Mechanical drives & machinery,ENWL,0.0330343534353434,525.0,0.0
Industrial,Machinery & Advanced Manufacturing,Mechanical drives & machinery,NPG (Northern Electric),0.0162993088338373,525.0,0.0
Industrial,Machinery & Advanced Manufacturing,Mechanical drives & machinery,NPG (Yorkshire Electric),0.5365991543673095,525.0,0.0
Industrial,Machinery & Advanced Manufacturing,Mechanical drives & machinery,SPEN (SP Distribution),0.2825376857315161,525.0,0.0
Industrial,Machinery & Advanced Manufacturing,Mechanical drives & machinery,SPEN (SP MANWEB),0.3506070614563648,525.0,0.0
Industrial,Machinery & Advanced Manufacturing,Mechanical drives & machinery,SSE,0.0199030992772614,525.0,0.0
Industrial,Machinery & Advanced Manufacturing,Mechanical drives & machinery,SSE (Southern),0.3946570030831589,525.0,0.0
Industrial,Machinery & Advanced Manufacturing,Mechanical drives & machinery,UKPN (East),0.0210748066908457,525.0,0.0
Industrial,Machinery & Advanced Manufacturing,Mechanical drives & machinery,UKPN (London),0.0,525.0,0.0
Industrial,Machinery & Advanced Manufacturing,Mechanical drives & machinery,UKPN (South),0.0356981470230554,525.0,0.0
Industrial,Machinery & Advanced Manufacturing,Mechanical drives & machinery,WPD (East Midlands),0.0431435287481003,525.0,0.0
Industrial,Machinery & Advanced Manufacturing,Mechanical drives & machinery,WPD (Midlands),0.0251522774616104,525.0,0.0
Industrial,Machinery & Advanced Manufacturing,Mechanical drives & machinery,WPD (South Wales),0.2908710717447452,525.0,0.0
Industrial,Machinery & Advanced Manufacturing,Mechanical drives & machinery,WPD (South West),0.0152810288784238,525.0,0.0
Industrial,Machinery & Advanced Manufacturing,Compressed air,ENWL,0.3453035335608913,350.0,0.3453035335608913
Industrial,Machinery & Advanced Manufacturing,Compressed air,NPG (Northern Electric),0.1703744238839153,350.0,0.1703744238839153
Industrial,Machinery & Advanced Manufacturing,Compressed air,NPG (Yorkshire Electric),5.608996842377341,350.0,5.608996842377341
Industrial,Machinery & Advanced Manufacturing,Compressed air,SPEN (SP Distribution),2.9533274031883585,350.0,2.9533274031883585
Industrial,Machinery & Advanced Manufacturing,Compressed air,SPEN (SP MANWEB),3.664847185498573,350.0,3.664847185498573
Industrial,Machinery & Advanced Manufacturing,Compressed air,SSE,0.2080443476123435,350.0,0.2080443476123435
Industrial,Machinery & Advanced Manufacturing,Compressed air,SSE (Southern),4.125295140887013,350.0,4.125295140887013
Industrial,Machinery & Advanced Manufacturing,Compressed air,UKPN (East),0.2202920433634364,350.0,0.2202920433634364
Industrial,Machinery & Advanced Manufacturing,Compressed air,UKPN (London),0.0,350.0,0.0
Industrial,Machinery & Advanced Manufacturing,Compressed air,UKPN (South),0.3731477999944426,350.0,0.3731477999944426
Industrial,Machinery & Advanced Manufacturing,Compressed air,WPD (East Midlands),0.4509733467665215,350.0,0.4509733467665215
Industrial,Machinery & Advanced Manufacturing,Compressed air,WPD (Midlands),0.2629132821260487,350.0,0.2629132821260487
Industrial,Machinery & Advanced Manufacturing,Compressed air,WPD (South Wales),3.0404351361284623,350.0,3.0404351361284623
Industrial,Machinery & Advanced Manufacturing,Compressed air,WPD (South West),0.1597304841607813,350.0,0.1597304841607813
Industrial,Machinery & Advanced Manufacturing,"Fans, blowers & ventilation",ENWL,0.0165171767176716,250.0,0.0165171767176716
Industrial,Machinery & Advanced Manufacturing,"Fans, blowers & ventilation",NPG (Northern Electric),0.0081496544169186,250.0,0.0081496544169186
Industrial,Machinery & Advanced Manufacturing,"Fans, blowers & ventilation",NPG (Yorkshire Electric),0.2682995771836546,250.0,0.2682995771836546
Industrial,Machinery & Advanced Manufacturing,"Fans, blowers & ventilation",SPEN (SP Distribution),0.141268842865758,250.0,0.141268842865758
Industrial,Machinery & Advanced Manufacturing,"Fans, blowers & ventilation",SPEN (SP MANWEB),0.1753035307281823,250.0,0.1753035307281823
Industrial,Machinery & Advanced Manufacturing,"Fans, blowers & ventilation",SSE,0.0099515496386307,250.0,0.0099515496386307
Industrial,Machinery & Advanced Manufacturing,"Fans, blowers & ventilation",SSE (Southern),0.1973285015415793,250.0,0.1973285015415793
Industrial,Machinery & Advanced Manufacturing,"Fans, blowers & ventilation",UKPN (East),0.0105374033454228,250.0,0.0105374033454228
Industrial,Machinery & Advanced Manufacturing,"Fans, blowers & ventilation",UKPN (London),0.0,250.0,0.0
Industrial,Machinery & Advanced Manufacturing,"Fans, blowers & ventilation",UKPN (South),0.0178490735115277,250.0,0.0178490735115277
Industrial,Machinery & Advanced Manufacturing,"Fans, blowers & ventilation",WPD (East Midlands),0.0215717643740501,250.0,0.0215717643740501
Industrial,Machinery & Advanced Manufacturing,"Fans, blowers & ventilation",WPD (Midlands),0.0125761387308052,250.0,0.0125761387308052
Industrial,Machinery & Advanced Manufacturing,"Fans, blowers & ventilation",WPD (South Wales),0.1454355358723725,250.0,0.1454355358723725
Industrial,Machinery & Advanced Manufacturing,"Fans, blowers & ventilation",WPD (South West),0.0076405144392119,250.0,0.0076405144392119
Industrial,Machinery & Advanced Manufacturing,Material handling & conveying,ENWL,0.0220229022902289,300.0,0.0220229022902289
Industrial,Machinery & Advanced Manufacturing,Material handling & conveying,NPG (Northern Electric),0.0108662058892248,300.0,0.0108662058892248
Industrial,Machinery & Advanced Manufacturing,Material handling & conveying,NPG (Yorkshire Electric),0.3577327695782063,300.0,0.3577327695782063
Industrial,Machinery & Advanced Manufacturing,Material handling & conveying,SPEN (SP Distribution),0.188358457154344,300.0,0.188358457154344
Industrial,Machinery & Advanced Manufacturing,Material handling & conveying,SPEN (SP MANWEB),0.2337380409709098,300.0,0.2337380409709098
Industrial,Machinery & Advanced Manufacturing,Material handling & conveying,SSE,0.0132687328515076,300.0,0.0132687328515076
Industrial,Machinery & Advanced Manufacturing,Material handling & conveying,SSE (Southern),0.2631046687221058,300.0,0.2631046687221058
Industrial,Machinery & Advanced Manufacturing,Material handling & conveying,UKPN (East),0.0140498711272305,300.0,0.0140498711272305
Industrial,Machinery & Advanced Manufacturing,Material handling & conveying,UKPN (London),0.0,300.0,0.0
Industrial,Machinery & Advanced Manufacturing,Material handling & conveying,UKPN (South),0.0237987646820369,300.0,0.0237987646820369
Industrial,Machinery & Advanced Manufacturing,Material handling & conveying,WPD (East Midlands),0.0287623524987335,300.0,0.0287623524987335
Industrial,Machinery & Advanced Manufacturing,Material handling & conveying,WPD (Midlands),0.0167681849744069,300.0,0.0167681849744069
Industrial,Machinery & Advanced Manufacturing,Material handling & conveying,WPD (South Wales),0.1939140478298301,300.0,0.1939140478298301
Industrial,Machinery & Advanced Manufacturing,Material handling & conveying,WPD (South West),0.0101873525856158,300.0,0.0101873525856158
Industrial,Machinery & Advanced Manufacturing,Electrochemical processes,ENWL,0.0,300.0,0.0
Industrial,Machinery & Advanced Manufacturing,Electrochemical processes,NPG (Northern Electric),0.0,300.0,0.0
Industrial,Machinery & Advanced Manufacturing,Electrochemical processes,NPG (Yorkshire Electric),0.0,300.0,0.0
Industrial,Machinery & Advanced Manufacturing,Electrochemical processes,SPEN (SP Distribution),0.0,300.0,0.0
Industrial,Machinery & Advanced Manufacturing,Electrochemical processes,SPEN (SP MANWEB),0.0,300.0,0.0
Industrial,Machinery & Advanced Manufacturing,Electrochemical processes,SSE,0.0,300.0,0.0
Industrial,Machinery & Advanced Manufacturing,Electrochemical processes,SSE (Southern),0.0,300.0,0.0
Industrial,Machinery & Advanced Manufacturing,Electrochemical processes,UKPN (East),0.0,300.0,0.0
Industrial,Machinery & Advanced Manufacturing,Electrochemical processes,UKPN (London),0.0,300.0,0.0
Industrial,Machinery & Advanced Manufacturing,Electrochemical processes,UKPN (South),0.0,300.0,0.0
Industrial,Machinery & Advanced Manufacturing,Electrochemical processes,WPD (East Midlands),0.0,300.0,0.0
